batman,bowler,0,1,2,3,4,6,notout,balls
KD Karthik,S Aravind,0.5,1,1,1,1,1,0.5,2
RA Jadeja,S Aravind,0.5,1,1,1,1,1,1,2
AJ Tye,TM Head,0.5,0.5,1,1,1,1,1,2
Yuvraj Singh,AD Mathews,0,1,1,1,1,1,1,2
DJ Hooda,CH Morris,0,1,1,1,1,1,1,2
DJ Hooda,Z Khan,0,0.5,0.5,0.5,0.5,1,1,2
AD Mathews,Rashid Khan,0,1,1,1,1,1,1,2
GJ Maxwell,KH Pandya,0.5,1,1,1,1,1,1,2
MP Stoinis,JJ Bumrah,0.5,1,1,1,1,1,1,2
N Rana,Sandeep Sharma,0.5,1,1,1,1,1,1,2
G Gambhir,JP Faulkner,0.5,1,1,1,1,1,0.5,2
MK Pandey,P Kumar,0,1,1,1,1,1,1,2
KD Karthik,NM Coulter-Nile,0.5,0.5,1,1,1,1,0.5,2
Ishan Kishan,CR Woakes,0.5,1,1,1,1,1,1,2
DR Smith,Kuldeep Yadav,0.5,0.5,0.5,0.5,1,1,1,2
DR Smith,UT Yadav,0.5,1,1,1,1,1,0.5,2
RA Jadeja,UT Yadav,0,1,1,1,1,1,1,2
RA Jadeja,NM Coulter-Nile,0,0.5,0.5,0.5,1,1,1,2
N Rana,PJ Cummins,1,1,1,1,1,1,0.5,2
RG Sharma,PJ Cummins,0,0.5,1,1,1,1,1,2
KA Pollard,CH Morris,0,1,1,1,1,1,1,2
SV Samson,MJ McClenaghan,1,1,1,1,1,1,0,2
SS Iyer,MG Johnson,0.5,0.5,1,1,1,1,1,2
KK Nair,HH Pandya,1,1,1,1,1,1,0.5,2
K Rabada,MG Johnson,0.5,1,1,1,1,1,1,2
K Rabada,KH Pandya,0,1,1,1,1,1,1,2
PJ Cummins,JJ Bumrah,0,0.5,1,1,1,1,1,2
S Dhawan,SN Thakur,0.5,1,1,1,1,1,1,2
RA Tripathi,MC Henriques,0,1,1,1,1,1,1,2
BA Stokes,Mohammed Siraj,0,1,1,1,1,1,1,2
MK Tiwary,Mohammed Siraj,0,0.5,0.5,0.5,1,1,1,2
M Vohra,SS Agarwal,0,1,1,1,1,1,1,2
M Vohra,NB Singh,1,1,1,1,1,1,0.5,2
HM Amla,SK Raina,0,0.5,0.5,0.5,1,1,1,2
GJ Maxwell,AJ Tye,0,1,1,1,1,1,1,2
MM Sharma,Basil Thampi,0,0.5,1,1,1,1,1,2
AJ Finch,T Natarajan,0,0.5,0.5,0.5,0.5,1,1,2
AJ Finch,KC Cariappa,1,1,1,1,1,1,1,2
AJ Tye,Sandeep Sharma,0.5,0.5,0.5,0.5,1,1,0.5,2
G Gambhir,S Aravind,0,0.5,0.5,0.5,1,1,1,2
SP Narine,TS Mills,0.5,1,1,1,1,1,1,2
RV Uthappa,TS Mills,0.5,0.5,0.5,0.5,1,1,1,2
RV Uthappa,S Aravind,0,1,1,1,1,1,1,2
SP Narine,STR Binny,0.5,0.5,0.5,0.5,1,1,0.5,2
CR Woakes,S Aravind,0,1,1,1,1,1,1,2
SA Yadav,TS Mills,0.5,1,1,1,1,1,1,2
Kuldeep Yadav,P Negi,0.5,1,1,1,1,1,1,2
Kuldeep Yadav,TS Mills,0,0.5,1,1,1,1,1,2
AB de Villiers,NM Coulter-Nile,0.5,0.5,0.5,0.5,1,1,0.5,2
KM Jadhav,UT Yadav,0.5,1,1,1,1,1,1,2
YS Chahal,C de Grandhomme,1,1,1,1,1,1,0.5,2
RA Tripathi,JJ Bumrah,1,1,1,1,1,1,0.5,2
Washington Sundar,JJ Bumrah,0.5,0.5,1,1,1,1,1,2
Harbhajan Singh,JD Unadkat,0,0.5,0.5,0.5,0.5,1,0.5,2
RA Tripathi,C de Grandhomme,0,1,1,1,1,1,1,2
MK Tiwary,Kuldeep Yadav,0.5,1,1,1,1,1,0.5,2
SP Narine,Washington Sundar,0.5,1,1,1,1,1,1,2
AB de Villiers,AJ Tye,1,1,1,1,1,1,1,2
Mandeep Singh,JP Faulkner,0.5,1,1,1,1,1,1,2
S Badree,RA Jadeja,0.5,0.5,1,1,1,1,0.5,2
S Aravind,RA Jadeja,0.5,1,1,1,1,1,1,2
S Aravind,Basil Thampi,0,1,1,1,1,1,1,2
YS Chahal,JP Faulkner,0.5,1,1,1,1,1,0.5,2
BB McCullum,S Badree,0.5,1,1,1,1,1,0.5,2
SS Iyer,NM Coulter-Nile,0.5,0.5,0.5,0.5,1,1,0.5,2
MK Pandey,K Rabada,1,1,1,1,1,1,0.5,2
M Vohra,A Nehra,0.5,1,1,1,1,1,0.5,2
WP Saha,S Kaul,0.5,1,1,1,1,1,0.5,2
AR Patel,B Kumar,0,1,1,1,1,1,1,2
MM Sharma,A Nehra,1,1,1,1,1,1,0.5,2
I Sharma,A Nehra,0,0.5,0.5,0.5,1,1,1,2
MK Tiwary,STR Binny,0,1,1,1,1,1,1,2
V Kohli,LH Ferguson,0,1,1,1,1,1,1,2
Sachin Baby,LH Ferguson,0.5,1,1,1,1,1,1,2
Sachin Baby,Washington Sundar,0.5,1,1,1,1,1,0.5,2
STR Binny,Washington Sundar,0.5,1,1,1,1,1,1,2
S Badree,Imran Tahir,0.5,1,1,1,1,1,0.5,2
AJ Finch,SL Malinga,1,1,1,1,1,1,0.5,2
IK Pathan,SL Malinga,0,1,1,1,1,1,1,2
JP Faulkner,MJ McClenaghan,0,0.5,0.5,0.5,1,1,1,2
Ankit Soni,MJ McClenaghan,0,0.5,0.5,0.5,0.5,1,1,2
PA Patel,Basil Thampi,0,0.5,0.5,0.5,1,1,1,2
RG Sharma,SK Raina,0.5,1,1,1,1,1,1,2
HH Pandya,JP Faulkner,0,1,1,1,1,1,1,2
JC Buttler,JP Faulkner,0.5,1,1,1,1,1,0.5,2
KK Nair,T Natarajan,0.5,1,1,1,1,1,1,2
KK Nair,MM Sharma,0.5,1,1,1,1,1,1,2
CH Morris,GJ Maxwell,0.5,1,1,1,1,1,1,2
K Rabada,VR Aaron,1,1,1,1,1,1,1,2
K Rabada,Sandeep Sharma,1,1,1,1,1,1,0.5,2
SP Narine,Mohammed Siraj,1,1,1,1,1,1,0.5,2
MK Pandey,Mohammed Siraj,0.5,1,1,1,1,1,1,2
YK Pathan,MC Henriques,0,0.5,1,1,1,1,1,2
V Kohli,SL Malinga,0.5,1,1,1,1,1,1,2
TM Head,JJ Bumrah,0.5,0.5,1,1,1,1,1,2
TM Head,SL Malinga,0.5,1,1,1,1,1,1,2
SR Watson,KH Pandya,0,1,1,1,1,1,1,2
JC Buttler,SR Watson,0.5,1,1,1,1,1,1,2
JC Buttler,P Negi,0.5,0.5,1,1,1,1,0.5,2
KV Sharma,A Choudhary,0.5,1,1,1,1,1,1,2
HH Pandya,S Aravind,0,1,1,1,1,1,1,2
BB McCullum,Washington Sundar,0.5,1,1,1,1,1,1,2
Ishan Kishan,BA Stokes,1,1,1,1,1,1,1,2
JP Faulkner,Imran Tahir,0,1,1,1,1,1,1,2
JP Faulkner,JD Unadkat,1,1,1,1,1,1,0.5,2
PJ Sangwan,JD Unadkat,0.5,1,1,1,1,1,0.5,2
Basil Thampi,JD Unadkat,0.5,1,1,1,1,1,0.5,2
SPD Smith,PJ Sangwan,0.5,0.5,0.5,0.5,1,1,0.5,2
DT Christian,JP Faulkner,0,0.5,0.5,0.5,0.5,1,1,2
DA Warner,Mohammed Shami,0.5,0.5,0.5,0.5,1,1,0.5,2
S Dhawan,Mohammed Shami,0.5,0.5,0.5,0.5,1,1,1,2
RR Pant,S Kaul,0.5,1,1,1,1,1,1,2
CJ Anderson,Yuvraj Singh,0,1,1,1,1,1,1,2
SP Jackson,BA Stokes,0.5,1,1,1,1,1,1,2
SP Jackson,Washington Sundar,0.5,0.5,0.5,0.5,1,1,0.5,2
MK Pandey,Washington Sundar,0,1,1,1,1,1,1,2
SA Yadav,Imran Tahir,0,1,1,1,1,1,1,2
C de Grandhomme,JD Unadkat,1,1,1,1,1,1,0.5,2
CR Woakes,JD Unadkat,1,1,1,1,1,1,1,2
NM Coulter-Nile,JD Unadkat,0.5,0.5,0.5,0.5,0.5,1,1,2
SA Yadav,BA Stokes,0,1,1,1,1,1,1,2
NM Coulter-Nile,BA Stokes,1,1,1,1,1,1,0.5,2
UT Yadav,BA Stokes,0,1,1,1,1,1,1,2
Washington Sundar,CR Woakes,1,1,1,1,1,1,1,2
BB McCullum,S Nadeem,0.5,1,1,1,1,1,1,2
KD Karthik,K Rabada,1,1,1,1,1,1,1,2
SK Raina,S Nadeem,0,0.5,0.5,0.5,1,1,1,2
SK Raina,CJ Anderson,0,1,1,1,1,1,1,2
Ishan Kishan,K Rabada,0.5,1,1,1,1,1,1,2
RA Jadeja,K Rabada,0,1,1,1,1,1,1,2
JP Faulkner,K Rabada,0.5,1,1,1,1,1,1,2
JP Faulkner,CJ Anderson,1,1,1,1,1,1,0.5,2
SV Samson,JP Faulkner,0,1,1,1,1,1,1,2
SV Samson,DR Smith,0.5,1,1,1,1,1,1,2
M Vohra,S Aravind,1,1,1,1,1,1,1,2
AR Patel,S Badree,0,1,1,1,1,1,1,2
CH Gayle,Sandeep Sharma,1,1,1,1,1,1,0.5,2
V Kohli,T Natarajan,1,1,1,1,1,1,1,2
KM Jadhav,MM Sharma,0.5,1,1,1,1,1,0.5,2
SR Watson,MM Sharma,0.5,1,1,1,1,1,1,2
P Negi,AR Patel,0.5,1,1,1,1,1,0.5,2
S Badree,VR Aaron,0.5,1,1,1,1,1,1,2
S Badree,MM Sharma,0,1,1,1,1,1,1,2
YS Chahal,AR Patel,0,1,1,1,1,1,1,2
A Choudhary,AR Patel,0,1,1,1,1,1,1,2
YS Chahal,MM Sharma,0,1,1,1,1,1,1,2
AM Rahane,A Nehra,0,0.5,1,1,1,1,1,2
AM Rahane,S Kaul,0,0.5,1,1,1,1,1,2
AM Rahane,Rashid Khan,0,1,1,1,1,1,1,2
DT Christian,S Kaul,0.5,0.5,0.5,0.5,1,1,0.5,2
MK Tiwary,Rashid Khan,0,0.5,1,1,1,1,1,2
MC Henriques,BA Stokes,0,0.5,1,1,1,1,1,2
S Kaul,JD Unadkat,1,1,1,1,1,1,1,2
PA Patel,Mohammed Shami,0.5,1,1,1,1,1,1,2
LMP Simmons,CJ Anderson,0.5,0.5,0.5,0.5,0.5,1,0.5,2
RG Sharma,CJ Anderson,0,0.5,0.5,0.5,1,1,1,2
RG Sharma,Z Khan,0,1,1,1,1,1,1,2
KK Nair,SL Malinga,1,1,1,1,1,1,1,2
CJ Anderson,Harbhajan Singh,0,0.5,0.5,0.5,1,1,1,2
KK Nair,Harbhajan Singh,1,1,1,1,1,1,0.5,2
KM Jadhav,AS Rajpoot,0,1,1,1,1,1,1,2
P Negi,UT Yadav,0.5,0.5,0.5,0.5,1,1,0.5,2
CA Lynn,S Badree,0.5,1,1,1,1,1,1,2
CA Lynn,P Negi,0.5,1,1,1,1,1,0.5,2
G Gambhir,YS Chahal,0.5,1,1,1,1,1,0.5,2
G Gambhir,TM Head,0,1,1,1,1,1,1,2
SE Marsh,PJ Sangwan,0.5,1,1,1,1,1,1,2
Ishan Kishan,T Natarajan,1,1,1,1,1,1,0.5,2
DR Smith,T Natarajan,0,0.5,0.5,0.5,0.5,1,1,2
SK Raina,GJ Maxwell,0,1,1,1,1,1,1,2
KD Karthik,GJ Maxwell,0.5,1,1,1,1,1,1,2
RA Jadeja,Sandeep Sharma,0.5,1,1,1,1,1,1,2
LMP Simmons,Mohammad Nabi,1,1,1,1,1,1,0.5,2
MC Henriques,KV Sharma,1,1,1,1,1,1,1,2
Yuvraj Singh,SL Malinga,0.5,1,1,1,1,1,0.5,2
SE Marsh,SP Narine,0.5,1,1,1,1,1,1,2
WP Saha,AS Rajpoot,0,0.5,0.5,0.5,1,1,1,2
AR Patel,AS Rajpoot,0.5,1,1,1,1,1,1,2
G Gambhir,MJ Henry,0.5,1,1,1,1,1,1,2
CA Lynn,MM Sharma,0,0.5,0.5,0.5,1,1,1,2
YK Pathan,MJ Henry,0,1,1,1,1,1,1,2
C de Grandhomme,MJ Henry,0,0.5,0.5,0.5,1,1,1,2
C de Grandhomme,MM Sharma,0,1,1,1,1,1,1,2
DR Smith,Mohammed Shami,0.5,1,1,1,1,1,0.5,2
SK Raina,Z Khan,0.5,1,1,1,1,1,1,2
KD Karthik,Z Khan,0,1,1,1,1,1,1,2
RA Jadeja,CR Brathwaite,0,0.5,0.5,0.5,1,1,1,2
RA Jadeja,Mohammed Shami,0,0.5,0.5,0.5,1,1,1,2
KK Nair,JP Faulkner,1,1,1,1,1,1,0.5,2
MN Samuels,JP Faulkner,1,1,1,1,1,1,1,2
MN Samuels,RA Jadeja,0.5,1,1,1,1,1,1,2
CR Brathwaite,Basil Thampi,0.5,1,1,1,1,1,1,2
PJ Cummins,DS Kulkarni,0.5,1,1,1,1,1,1,2
Mohammed Shami,JP Faulkner,0.5,0.5,0.5,0.5,1,1,1,2
A Mishra,Basil Thampi,0,0,0,0,1,1,1,2
MJ Guptill,MJ McClenaghan,0,1,1,1,1,1,1,2
AR Patel,HH Pandya,0,0.5,0.5,0.5,0.5,1,1,2
N Rana,GJ Maxwell,0,1,1,1,1,1,1,2
RG Sharma,GJ Maxwell,0.5,1,1,1,1,1,1,2
RG Sharma,I Sharma,0.5,0.5,0.5,1,1,1,1,2
HH Pandya,Sandeep Sharma,1,1,1,1,1,1,0.5,2
KV Sharma,Sandeep Sharma,0,0.5,0.5,0.5,1,1,1,2
RR Pant,Washington Sundar,0.5,0.5,0.5,0.5,0.5,1,1,2
RR Pant,DT Christian,0,1,1,1,1,1,1,2
MN Samuels,Washington Sundar,0.5,1,1,1,1,1,1,2
PJ Cummins,Washington Sundar,0,1,1,1,1,1,1,2
MK Tiwary,MN Samuels,0,0.5,0.5,0.5,1,1,1,2
DT Christian,Mohammed Shami,0.5,0.5,1,1,1,1,0.5,2
Ishan Kishan,MC Henriques,0.5,1,1,1,1,1,1,2
RA Jadeja,Mohammed Siraj,0,0.5,1,1,1,1,1,2
RG Sharma,TA Boult,0.5,1,1,1,1,1,1,2
CA Lynn,KV Sharma,0,1,1,1,1,1,1,2
CA Lynn,R Vinay Kumar,1,1,1,1,1,1,0.5,2
YK Pathan,KV Sharma,0,0,0,0,0,1,1,2
R Tewatia,BA Stokes,0.5,0.5,0.5,0.5,1,1,1,2
WP Saha,A Zampa,0.5,1,1,1,1,1,1,2
MM Sharma,DT Christian,0.5,1,1,1,1,1,1,2
I Sharma,JD Unadkat,1,1,1,1,1,1,1,2
I Sharma,BA Stokes,0.5,1,1,1,1,1,1,2
V Kohli,Mohammed Shami,0.5,1,1,1,1,1,1,2
CH Gayle,S Nadeem,0.5,1,1,1,1,1,0.5,2
TM Head,S Nadeem,0,1,1,1,1,1,1,2
SR Watson,CJ Anderson,0.5,1,1,1,1,1,1,2
SV Samson,Avesh Khan,1,1,1,1,1,1,0.5,2
CJ Anderson,HV Patel,0.5,1,1,1,1,1,1,2
Mohammed Shami,HV Patel,0,0,0,0,1,1,1,2
S Nadeem,Avesh Khan,0.5,1,1,1,1,1,1,2
HH Pandya,SN Thakur,0,0.5,0.5,0.5,1,1,1,2
PA Patel,A Zampa,0,1,1,1,1,1,1,2
KH Pandya,SN Thakur,0.5,1,1,1,1,1,0.5,2
JJ Bumrah,SN Thakur,0,1,1,1,1,1,1,2
SL Malinga,SN Thakur,0,0.5,0.5,0.5,0.5,1,1,2
KS Williamson,PP Chawla,0.5,1,1,1,1,1,1,2
NV Ojha,NM Coulter-Nile,0,1,1,1,1,1,1,2
Bipul Sharma,NM Coulter-Nile,0.5,1,1,1,1,1,1,2
CA Lynn,B Kumar,0.5,0.5,0.5,0.5,0.5,1,0.5,2
RV Uthappa,CJ Jordan,1,1,1,1,1,1,0.5,2
IR Jaggi,CJ Jordan,1,1,1,1,1,1,1,2
IR Jaggi,S Kaul,0,1,1,1,1,1,1,2
RV Uthappa,JJ Bumrah,1,1,1,1,1,1,0.5,2
SA Yadav,HH Pandya,0,0.5,1,1,1,1,1,2
UT Yadav,SL Malinga,0.5,1,1,1,1,1,1,2
PA Patel,PP Chawla,0.5,1,1,1,1,1,1,2
AT Rayudu,NM Coulter-Nile,0,1,1,1,1,1,1,2
KA Pollard,UT Yadav,0.5,1,1,1,1,1,1,2
KH Pandya,UT Yadav,0.5,0.5,0.5,0.5,1,1,1,2
AT Rayudu,JD Unadkat,0.5,1,1,1,1,1,1,2
AT Rayudu,LH Ferguson,1,1,1,1,1,1,0.5,2
DT Christian,MG Johnson,0,0,1,1,1,1,0.5,2
BCJ Cutting,TS Mills,0,1,1,1,1,1,1,1
DJ Hooda,SR Watson,0,1,1,1,1,1,1,1
KM Jadhav,DJ Hooda,1,1,1,1,1,1,1,1
SR Watson,MC Henriques,0,1,1,1,1,1,1,1
STR Binny,Bipul Sharma,0,1,1,1,1,1,1,1
S Aravind,B Kumar,1,1,1,1,1,1,1,1
S Aravind,A Nehra,1,1,1,1,1,1,0,1
JC Buttler,AB Dinda,0,0,0,0,0,0,1,1
PA Patel,BA Stokes,0,1,1,1,1,1,1,1
RG Sharma,DL Chahar,0,1,1,1,1,1,1,1
AT Rayudu,Imran Tahir,0,1,1,1,1,1,1,1
MA Agarwal,HH Pandya,1,1,1,1,1,1,1,1
MA Agarwal,MJ McClenaghan,1,1,1,1,1,1,0,1
MS Dhoni,HH Pandya,0,1,1,1,1,1,1,1
JJ Roy,SP Narine,0,1,1,1,1,1,1,1
AM Rahane,T Natarajan,1,1,1,1,1,1,0,1
WP Saha,Imran Tahir,1,1,1,1,1,1,0,1
GJ Maxwell,AB Dinda,0,1,1,1,1,1,1,1
SR Watson,A Mishra,0,1,1,1,1,1,1,1
SW Billings,TS Mills,0,1,1,1,1,1,1,1
KK Nair,B Stanlake,1,1,1,1,1,1,0,1
SV Samson,TS Mills,0,1,1,1,1,1,1,1
CH Morris,B Stanlake,0,1,1,1,1,1,1,1
PJ Cummins,YS Chahal,1,1,1,1,1,1,1,1
RR Pant,P Negi,1,1,1,1,1,1,0,1
BB McCullum,B Kumar,0,1,1,1,1,1,1,1
JJ Roy,Rashid Khan,0,1,1,1,1,1,1,1
Basil Thampi,A Nehra,0,1,1,1,1,1,1,1
SP Narine,MJ McClenaghan,1,1,1,1,1,1,0,1
KH Pandya,Kuldeep Yadav,0,0,0,1,1,1,1,1
Harbhajan Singh,AS Rajpoot,0,1,1,1,1,1,1,1
STR Binny,Sandeep Sharma,0,1,1,1,1,1,1,1
AP Tare,DL Chahar,1,1,1,1,1,1,0,1
SW Billings,BA Stokes,0,1,1,1,1,1,1,1
SW Billings,A Zampa,0,1,1,1,1,1,1,1
DL Chahar,A Mishra,0,1,1,1,1,1,1,1
DL Chahar,Z Khan,1,1,1,1,1,1,0,1
A Zampa,Z Khan,1,1,1,1,1,1,1,1
AB Dinda,PJ Cummins,1,1,1,1,1,1,0,1
BCJ Cutting,MJ McClenaghan,0,0,0,0,1,1,1,1
PA Patel,BCJ Cutting,0,1,1,1,1,1,1,1
HH Pandya,Mustafizur Rahman,0,1,1,1,1,1,1,1
M Vohra,PP Chawla,1,1,1,1,1,1,0,1
HM Amla,PP Chawla,0,1,1,1,1,1,1,1
GJ Maxwell,UT Yadav,1,1,1,1,1,1,0,1
MM Sharma,UT Yadav,0,1,1,1,1,1,1,1
AR Patel,UT Yadav,1,1,1,1,1,1,0,1
VR Aaron,TA Boult,0,1,1,1,1,1,1,1
CH Gayle,JJ Bumrah,0,1,1,1,1,1,1,1
CH Gayle,HH Pandya,1,1,1,1,1,1,0,1
STR Binny,MJ McClenaghan,0,1,1,1,1,1,1,1
RG Sharma,STR Binny,1,1,1,1,1,1,1,1
MJ McClenaghan,S Badree,1,1,1,1,1,1,0,1
RG Sharma,S Badree,1,1,1,1,1,1,0,1
HH Pandya,YS Chahal,0,0,0,1,1,1,1,1
RA Tripathi,SB Jakati,0,1,1,1,1,1,1,1
SPD Smith,AJ Tye,0,1,1,1,1,1,1,1
SN Thakur,AJ Tye,1,1,1,1,1,1,0,1
LH Ferguson,AJ Tye,0,1,1,1,1,1,1,1
BB McCullum,Ankit Sharma,0,1,1,1,1,1,1,1
BB McCullum,RD Chahar,1,1,1,1,1,1,0,1
C de Grandhomme,A Nehra,1,1,1,1,1,1,1,1
CR Woakes,B Kumar,0,1,1,1,1,1,1,1
S Dhawan,YK Pathan,1,1,1,1,1,1,0,1
MC Henriques,YK Pathan,1,1,1,1,1,1,1,1
DJ Hooda,CR Woakes,0,1,1,1,1,1,1,1
DJ Hooda,UT Yadav,0,0,0,0,1,1,1,1
DJ Hooda,SP Narine,1,1,1,1,1,1,0,1
BCJ Cutting,TA Boult,1,1,1,1,1,1,0,1
SV Samson,VR Aaron,0,1,1,1,1,1,1,1
RR Pant,VR Aaron,1,1,1,1,1,1,0,1
PJ Cummins,AR Patel,0,1,1,1,1,1,1,1
KC Cariappa,PJ Cummins,0,1,1,1,1,1,1,1
KC Cariappa,CH Morris,1,1,1,1,1,1,0,1
Ishan Kishan,HH Pandya,0,1,1,1,1,1,1,1
JJ Roy,MJ McClenaghan,1,1,1,1,1,1,1,1
KA Pollard,RA Jadeja,0,1,1,1,1,1,1,1
BA Stokes,AF Milne,1,1,1,1,1,1,0,1
SN Thakur,AF Milne,1,1,1,1,1,1,0,1
Mandeep Singh,SN Thakur,1,1,1,1,1,1,0,1
KM Jadhav,BA Stokes,0,1,1,1,1,1,1,1
KM Jadhav,SN Thakur,0,1,1,1,1,1,1,1
STR Binny,JD Unadkat,0,1,1,1,1,1,1,1
P Negi,BA Stokes,1,1,1,1,1,1,1,1
AF Milne,SN Thakur,0,1,1,1,1,1,1,1
AF Milne,BA Stokes,1,1,1,1,1,1,0,1
PJ Cummins,CR Woakes,0,1,1,1,1,1,1,1
Mohammed Shami,CR Woakes,1,1,1,1,1,1,1,1
CR Woakes,PJ Cummins,0,1,1,1,1,1,1,1
SP Narine,A Mishra,0,1,1,1,1,1,1,1
MC Henriques,AR Patel,1,1,1,1,1,1,0,1
Yuvraj Singh,AR Patel,1,1,1,1,1,1,0,1
DJ Hooda,KC Cariappa,0,1,1,1,1,1,1,1
Rashid Khan,Sandeep Sharma,0,0,0,0,0,1,1,1
HM Amla,B Kumar,1,1,1,1,1,1,0,1
MM Sharma,Rashid Khan,0,1,1,1,1,1,1,1
TM Head,DS Kulkarni,0,1,1,1,1,1,1,1
KM Jadhav,DS Kulkarni,0,1,1,1,1,1,1,1
Ishan Kishan,AF Milne,1,1,1,1,1,1,0,1
Basil Thampi,AF Milne,1,1,1,1,1,1,1,1
RR Pant,Yuvraj Singh,1,1,1,1,1,1,0,1
MP Stoinis,MJ McClenaghan,1,1,1,1,1,1,0,1
HH Pandya,MM Sharma,0,1,1,1,1,1,1,1
G Gambhir,Basil Thampi,0,1,1,1,1,1,1,1
SP Narine,SK Raina,1,1,1,1,1,1,0,1
RV Uthappa,P Kumar,1,1,1,1,1,1,0,1
SA Yadav,Basil Thampi,0,1,1,1,1,1,1,1
YK Pathan,Basil Thampi,0,1,1,1,1,1,0,1
Shakib Al Hasan,Basil Thampi,0,1,1,1,1,1,1,1
Ishan Kishan,SP Narine,0,1,1,1,1,1,1,1
JP Faulkner,Kuldeep Yadav,0,0,0,1,1,1,1,1
JP Faulkner,NM Coulter-Nile,0,1,1,1,1,1,1,1
N Rana,Z Khan,0,1,1,1,1,1,1,1
N Rana,CH Morris,1,1,1,1,1,1,0,1
HH Pandya,Z Khan,0,1,1,1,1,1,1,1
Harbhajan Singh,PJ Cummins,0,1,1,1,1,1,1,1
Harbhajan Singh,K Rabada,0,1,1,1,1,1,1,1
MJ McClenaghan,CH Morris,0,1,1,1,1,1,1,1
AP Tare,MG Johnson,1,1,1,1,1,1,0,1
S Dhawan,Imran Tahir,1,1,1,1,1,1,0,1
BA Stokes,B Kumar,1,1,1,1,1,1,0,1
SE Marsh,AJ Tye,1,1,1,1,1,1,0,1
MP Stoinis,RA Jadeja,0,1,1,1,1,1,1,1
MM Sharma,DR Smith,0,1,1,1,1,1,1,1
WP Saha,DR Smith,0,1,1,1,1,1,1,1
RA Jadeja,MP Stoinis,0,1,1,1,1,1,1,1
AD Nath,KC Cariappa,1,1,1,1,1,1,0,1
Basil Thampi,MM Sharma,1,1,1,1,1,1,1,1
RV Uthappa,S Badree,1,1,1,1,1,1,0,1
NM Coulter-Nile,TS Mills,0,1,1,1,1,1,1,1
V Kohli,NM Coulter-Nile,1,1,1,1,1,1,0,1
Mandeep Singh,NM Coulter-Nile,0,1,1,1,1,1,1,1
STR Binny,UT Yadav,0,0,0,0,1,1,1,1
TS Mills,CR Woakes,0,1,1,1,1,1,1,1
S Aravind,C de Grandhomme,0,1,1,1,1,1,1,1
N Rana,SN Thakur,0,1,1,1,1,1,1,1
N Rana,DT Christian,1,1,1,1,1,1,0,1
KV Sharma,BA Stokes,1,1,1,1,1,1,0,1
DM Bravo,SN Thakur,0,0,0,0,1,1,1,1
AB de Villiers,Basil Thampi,1,1,1,1,1,1,1,1
S Badree,Ankit Soni,0,1,1,1,1,1,1,1
SV Samson,C de Grandhomme,0,1,1,1,1,1,1,1
CJ Anderson,NM Coulter-Nile,1,1,1,1,1,1,1,1
CJ Anderson,SP Narine,1,1,1,1,1,1,0,1
SP Narine,K Rabada,1,1,1,1,1,1,0,1
RV Uthappa,Z Khan,0,1,1,1,1,1,1,1
MK Pandey,CJ Anderson,0,1,1,1,1,1,1,1
SP Jackson,K Rabada,0,1,1,1,1,1,1,1
Yuvraj Singh,MM Sharma,0,1,1,1,1,1,1,1
GJ Maxwell,A Nehra,1,1,1,1,1,1,1,1
GJ Maxwell,S Kaul,1,1,1,1,1,1,0,1
TM Head,JD Unadkat,1,1,1,1,1,1,0,1
AB de Villiers,DL Chahar,0,1,1,1,1,1,1,1
P Negi,LH Ferguson,1,1,1,1,1,1,1,1
P Negi,Imran Tahir,1,1,1,1,1,1,0,1
S Aravind,Imran Tahir,1,1,1,1,1,1,1,1
S Aravind,LH Ferguson,0,1,1,1,1,1,1,1
IK Pathan,KH Pandya,1,1,1,1,1,1,0,1
AJ Tye,KH Pandya,1,1,1,1,1,1,1,1
RG Sharma,JP Faulkner,1,1,1,1,1,1,0,1
Harbhajan Singh,Basil Thampi,1,1,1,1,1,1,0,1
MJ McClenaghan,Basil Thampi,0,1,1,1,1,1,0,1
JJ Bumrah,IK Pathan,1,1,1,1,1,1,0,1
SL Malinga,IK Pathan,1,1,1,1,1,1,0,1
KK Nair,AR Patel,1,1,1,1,1,1,0,1
Mohammed Shami,Sandeep Sharma,0,1,1,1,1,1,1,1
S Nadeem,MM Sharma,1,1,1,1,1,1,0,1
HM Amla,A Mishra,0,1,1,1,1,1,1,1
YK Pathan,Mohammed Siraj,0,1,1,1,1,1,1,1
SP Jackson,S Kaul,0,1,1,1,1,1,1,1
Mandeep Singh,KV Sharma,1,1,1,1,1,1,0,1
AF Milne,MJ McClenaghan,1,1,1,1,1,1,0,1
PA Patel,A Choudhary,1,1,1,1,1,1,0,1
KV Sharma,P Negi,0,1,1,1,1,1,1,1
KV Sharma,SR Watson,1,1,1,1,1,1,0,1
Ankit Soni,JD Unadkat,1,1,1,1,1,1,0,1
MS Dhoni,Basil Thampi,1,1,1,1,1,1,0,1
CH Morris,B Kumar,0,1,1,1,1,1,1,1
CJ Anderson,MC Henriques,0,0,0,0,1,1,1,1
C de Grandhomme,SN Thakur,0,1,1,1,1,1,1,1
CR Woakes,DT Christian,0,1,1,1,1,1,1,1
NM Coulter-Nile,DT Christian,1,1,1,1,1,1,1,1
BA Stokes,CR Woakes,0,1,1,1,1,1,1,1
Washington Sundar,C de Grandhomme,0,1,1,1,1,1,1,1
DT Christian,C de Grandhomme,0,0,0,0,0,1,1,1
